alert_a,alert_b,label
611916,611921,1
611918,611921,1
611921,611924,1
611916,611917,1
611917,611919,1
611919,611923,1
611918,611922,1
611921,611923,1
611919,611922,1
2287193,2287194,1
23701,23704,1
23700,23702,1
23704,23705,1
23702,23704,1
23700,23705,1
23700,23701,1
23701,23703,1
23701,23702,1
23701,23705,1
23702,23705,1
42608,42613,1
42611,42614,1
42609,42610,1
42611,42613,1
42608,42609,1
42607,42612,1
42608,42612,1
42609,42612,1
42608,42611,1
42609,42611,1
2210236,2210237,1
15615,15616,1
15615,15617,1
15616,15617,1
661460,661461,1
661460,661462,1
661460,661463,1
661461,661462,1
661461,661463,1
661462,661463,1
43266,43270,1
43268,43271,1
43266,43272,1
43267,43272,1
43266,43268,1
43267,43268,1
43272,43273,1
43270,43273,1
43268,43273,1
43266,43273,1
664768,664769,1
664768,664770,1
664769,664770,1
2183524,2183525,1
21914,21915,1
21914,21916,1
21915,21916,1
2254087,2254090,1
2254088,2254091,1
2254089,2254090,1
2254087,2254092,1
2254089,2254092,1
2254090,2254092,1
2254091,2254092,1
2254089,2254091,1
2254088,2254089,1
2254090,2254091,1
2213295,2213296,1
2271243,2271244,1
2271243,2271245,1
2271244,2271245,1
2217586,2217588,1
2217590,2217591,1
2217589,2217591,1
2217588,2217592,1
2217587,2217590,1
2217586,2217593,1
2217591,2217593,1
2217589,2217590,1
2217591,2217592,1
2217586,2217592,1
24241,24242,1
24241,24243,1
24242,24243,1
39285,39290,1
39288,39289,1
39285,39286,1
39287,39288,1
39289,39290,1
39285,39288,1
39287,39290,1
39288,39290,1
39286,39289,1
39285,39287,1
2193519,2193520,1
2193519,2193521,1
2193520,2193521,1
2230025,2230026,1
2272537,2272541,1
2272536,2272540,1
2272536,2272537,1
2272538,2272540,1
2272536,2272539,1
2272537,2272539,1
2272538,2272539,1
2272536,2272538,1
2272537,2272538,1
2272536,2272541,1
2264789,2264790,1
2219182,2219183,1
2156333,2156335,1
2156334,2156335,1
2156333,2156337,1
2156332,2156335,1
2156335,2156337,1
2156333,2156336,1
2156336,2156337,1
2156332,2156334,1
2156334,2156336,1
2156332,2156336,1
2255812,2255813,1
2255812,2255814,1
2255812,2255815,1
2255812,2255816,1
2255813,2255814,1
2255813,2255815,1
2255813,2255816,1
2255814,2255815,1
2255814,2255816,1
2255815,2255816,1
2229527,2229528,1
2292349,2292367,1
2292312,2292356,1
2292360,2292487,1
2292350,2292458,1
2292395,2292488,1
2292387,2292466,1
2292331,2292387,1
2292433,2292502,1
2292405,2292437,1
2292488,2292508,1
662217,662220,1
662216,662218,1
662216,662221,1
662216,662217,1
662218,662221,1
662216,662220,1
662219,662221,1
662217,662221,1
662217,662218,1
662219,662220,1
2189547,2189548,1
2189551,2189552,1
2189546,2189547,1
2189546,2189550,1
2189548,2189553,1
2189546,2189553,1
2189549,2189552,1
2189552,2189553,1
2189551,2189553,1
2189550,2189551,1
2250082,2250086,1
2250081,2250084,1
2250081,2250087,1
2250083,2250084,1
2250084,2250086,1
2250083,2250087,1
2250081,2250086,1
2250082,2250085,1
2250081,2250085,1
2250081,2250082,1
2276727,2276728,1
2276727,2276729,1
2276728,2276729,1
2218171,2218173,1
2218173,2218175,1
2218172,2218173,1
2218171,2218172,1
2218170,2218173,1
2218172,2218175,1
2218171,2218174,1
2218170,2218172,1
2218170,2218175,1
2218170,2218174,1
28373,28374,1
28373,28375,1
28374,28375,1
25427,25428,1
25427,25429,1
25427,25430,1
25427,25431,1
25428,25429,1
25428,25430,1
25428,25431,1
25429,25430,1
25429,25431,1
25430,25431,1
668652,668654,1
668650,668651,1
668650,668654,1
668652,668653,1
668650,668653,1
668651,668652,1
668654,668655,1
668652,668655,1
668651,668654,1
668650,668652,1
2216135,2216136,1
2216135,2216137,1
2216136,2216137,1
620578,620579,1
620578,620580,1
620579,620580,1
2259311,2259312,1
2259311,2259313,1
2259312,2259313,1
2167340,2167341,1
2167340,2167342,1
2167341,2167342,1
633277,633286,1
633284,633288,1
633285,633288,1
633279,633284,1
633278,633282,1
633286,633288,1
633277,633285,1
633279,633287,1
633277,633278,1
633278,633287,1
2206339,2206340,1
2206339,2206341,1
2206340,2206341,1
36531,36536,1
36531,36533,1
36533,36536,1
36531,36532,1
36532,36537,1
36531,36534,1
36532,36533,1
36531,36537,1
36533,36534,1
36533,36537,1
2253690,2253691,1
2293517,2293518,1
2253160,2253161,1
2253160,2253162,1
2253160,2253163,1
2253161,2253162,1
2253161,2253163,1
2253162,2253163,1
18791,18792,1
2179666,2179678,1
2179674,2179681,1
2179667,2179682,1
2179669,2179674,1
2179680,2179683,1
2179671,2179680,1
2179679,2179681,1
2179676,2179677,1
2179671,2179676,1
2179675,2179679,1
2259756,2259761,1
2259754,2259757,1
2259755,2259757,1
2259757,2259759,1
2259757,2259762,1
2259756,2259760,1
2259755,2259759,1
2259760,2259762,1
2259754,2259755,1
2259760,2259761,1
663891,663892,1
2259648,2259649,1
2259648,2259650,1
2259648,2259651,1
2259649,2259650,1
2259649,2259651,1
2259650,2259651,1
2212890,2212891,1
2212888,2212892,1
2212889,2212890,1
2212889,2212893,1
2212892,2212893,1
2212890,2212893,1
2212889,2212892,1
2212888,2212890,1
2212890,2212892,1
2212888,2212889,1
865,866,1
2163589,2163606,1
2163581,2163605,1
2163580,2163585,1
2163593,2163595,1
2163581,2163587,1
2163576,2163597,1
2163577,2163607,1
2163578,2163583,1
2163583,2163596,1
2163573,2163591,1
2259641,2259642,1
2259641,2259643,1
2259641,2259644,1
2259642,2259643,1
2259642,2259644,1
2259643,2259644,1
2267547,2267548,1
2267548,2267552,1
2267550,2267554,1
2267549,2267552,1
2267547,2267554,1
2267550,2267553,1
2267547,2267550,1
2267548,2267550,1
2267552,2267553,1
2267551,2267552,1
2274303,2274304,1
2274303,2274305,1
2274304,2274305,1
2296458,2296459,1
2248765,2248766,1
655693,655694,1
2192846,2192851,1
2192846,2192847,1
2192850,2192851,1
2192846,2192850,1
2192847,2192850,1
2192849,2192852,1
2192846,2192849,1
2192847,2192852,1
2192849,2192851,1
2192847,2192848,1
2170656,2170657,1
2215115,2215116,1
652452,652453,1
652452,652454,1
652452,652455,1
652452,652456,1
652453,652454,1
652453,652455,1
652453,652456,1
652454,652455,1
652454,652456,1
652455,652456,1
2161087,2161094,1
2161091,2161092,1
2161088,2161094,1
2161091,2161095,1
2161092,2161096,1
2161088,2161093,1
2161093,2161095,1
2161091,2161093,1
2161090,2161091,1
2161091,2161096,1
2299766,2299768,1
2299759,2299777,1
2299765,2299771,1
2299755,2299758,1
2299762,2299768,1
2299757,2299758,1
2299773,2299776,1
2299761,2299772,1
2299756,2299775,1
2299756,2299759,1
2224550,2224551,1
2224550,2224552,1
2224550,2224553,1
2224550,2224554,1
2224551,2224552,1
2224551,2224553,1
2224551,2224554,1
2224552,2224553,1
2224552,2224554,1
2224553,2224554,1
2258276,2258277,1
2258276,2258278,1
2258276,2258279,1
2258277,2258278,1
2258277,2258279,1
2258278,2258279,1
6235,6236,1
6235,6237,1
6235,6238,1
6235,6239,1
6236,6237,1
6236,6238,1
6236,6239,1
6237,6238,1
6237,6239,1
6238,6239,1
2275054,2275055,1
2275054,2275056,1
2275055,2275056,1
659468,659471,1
659471,659472,1
659470,659471,1
659467,659472,1
659467,659471,1
659468,659470,1
659469,659470,1
659468,659469,1
659468,659472,1
659467,659470,1
2250592,2250593,1
2250592,2250594,1
2250593,2250594,1
2153367,2153368,1
27751,27752,1
27751,27753,1
27751,27754,1
27752,27753,1
27752,27754,1
27753,27754,1
2159805,2159806,1
2153532,2153533,1
2264065,2264066,1
2264065,2264067,1
2264065,2264068,1
2264066,2264067,1
2264066,2264068,1
2264067,2264068,1
2249427,2249428,1
652078,652080,1
652076,652079,1
652079,652080,1
652077,652079,1
652078,652079,1
652075,652080,1
652075,652079,1
652076,652078,1
652075,652078,1
652076,652077,1
650552,650554,1
650549,650550,1
650550,650553,1
650549,650556,1
650551,650556,1
650550,650555,1
650551,650555,1
650549,650554,1
650550,650554,1
650554,650555,1
2249142,2249143,1
2249141,2249142,1
2249145,2249146,1
2249141,2249145,1
2249143,2249148,1
2249141,2249144,1
2249144,2249145,1
2249141,2249147,1
2249144,2249147,1
2249142,2249146,1
2253892,2253893,1
17160,17161,1
17160,17162,1
17161,17162,1
2252391,2252392,1
2252391,2252393,1
2252392,2252393,1
23773,23774,1
20602,20603,1
20602,20604,1
20603,20604,1
2226851,2226852,1
3261,3268,1
3255,3262,1
3253,3255,1
3264,3268,1
3256,3267,1
3266,3270,1
3255,3257,1
3260,3270,1
3253,3263,1
3253,3256,1
2184364,2184365,1
2259626,2259630,1
2259627,2259629,1
2259625,2259629,1
2259628,2259629,1
2259627,2259628,1
2259629,2259630,1
2259625,2259628,1
2259626,2259628,1
2259626,2259627,1
2259625,2259630,1
2250477,2250478,1
2196503,2196504,1
22582,22583,1
22582,22584,1
22583,22584,1
2188727,2188731,1
2188724,2188737,1
2188722,2188724,1
2188724,2188733,1
2188731,2188736,1
2188732,2188735,1
2188723,2188732,1
2188725,2188729,1
2188723,2188735,1
2188722,2188733,1
2188546,2188549,1
2188544,2188548,1
2188545,2188548,1
2188545,2188551,1
2188547,2188550,1
2188547,2188549,1
2188546,2188550,1
2188544,2188550,1
2188545,2188546,1
2188544,2188549,1
2272469,2272473,1
2272470,2272473,1
2272472,2272473,1
2272469,2272475,1
2272471,2272472,1
2272470,2272475,1
2272471,2272475,1
2272470,2272474,1
2272473,2272475,1
2272470,2272471,1
2157240,2157241,1
2157240,2157242,1
2157240,2157243,1
2157241,2157242,1
2157241,2157243,1
2157242,2157243,1
635053,635055,1
635059,635123,1
635054,635129,1
635085,635122,1
635093,635128,1
635113,635122,1
635122,635128,1
635095,635128,1
635090,635102,1
635093,635113,1
5933,5934,1
2182168,2182169,1
2182168,2182170,1
2182168,2182171,1
2182168,2182172,1
2182169,2182170,1
2182169,2182171,1
2182169,2182172,1
2182170,2182171,1
2182170,2182172,1
2182171,2182172,1
665671,665672,1
665671,665673,1
665671,665674,1
665672,665673,1
665672,665674,1
665673,665674,1
2276987,2276988,1
2276987,2276989,1
2276987,2276990,1
2276988,2276989,1
2276988,2276990,1
2276989,2276990,1
2255829,2255830,1
2255829,2255831,1
2255830,2255831,1
2169669,2169670,1
34235,34236,1
34235,34237,1
34236,34237,1
2210732,2210733,1
2261895,2261896,1
665886,665887,1
665886,665888,1
665886,665889,1
665887,665888,1
665887,665889,1
665888,665889,1
2297480,2297484,1
2297480,2297481,1
2297482,2297484,1
2297485,2297486,1
2297480,2297486,1
2297481,2297486,1
2297483,2297484,1
2297482,2297483,1
2297484,2297485,1
2297480,2297485,1
2191353,2191354,1
2191353,2191357,1
2191351,2191354,1
2191353,2191356,1
2191354,2191355,1
2191351,2191353,1
2191355,2191356,1
2191354,2191357,1
2191351,2191355,1
2191356,2191357,1
5361,5370,1
5360,5369,1
5363,5370,1
5361,5363,1
5362,5368,1
5362,5367,1
5369,5370,1
5365,5370,1
5360,5370,1
5366,5369,1
29902,29903,1
29902,29904,1
29903,29904,1
661177,661178,1
661177,661179,1
661177,661180,1
661178,661179,1
661178,661180,1
661179,661180,1
2150833,2150834,1
640209,640210,1
640209,640211,1
640210,640211,1
35070,35071,1
35070,35072,1
35071,35072,1
2299050,2299052,1
2299045,2299052,1
2299044,2299055,1
2299049,2299051,1
2299049,2299054,1
2299048,2299052,1
2299049,2299053,1
2299046,2299049,1
2299045,2299047,1
2299045,2299053,1
668789,668790,1
668789,668791,1
668790,668791,1
2206564,2206565,1
2206560,2206565,1
2206561,2206565,1
2206560,2206562,1
2206562,2206564,1
2206563,2206564,1
2206560,2206564,1
2206560,2206563,1
2206562,2206565,1
2206561,2206563,1
2212633,2212634,1
2260788,2260789,1
2260787,2260792,1
2260790,2260791,1
2260787,2260788,1
2260791,2260792,1
2260787,2260791,1
2260787,2260789,1
2260787,2260790,1
2260788,2260790,1
2260788,2260792,1
18948,18949,1
2174917,2174918,1
2174917,2174919,1
2174917,2174920,1
2174918,2174919,1
2174918,2174920,1
2174919,2174920,1
2285700,2285701,1
2285700,2285702,1
2285701,2285702,1
2245956,2245957,1
2245956,2245958,1
2245956,2245959,1
2245956,2245960,1
2245957,2245958,1
2245957,2245959,1
2245957,2245960,1
2245958,2245959,1
2245958,2245960,1
2245959,2245960,1
2262146,2262147,1
2262146,2262148,1
2262147,2262148,1
2221063,2221064,1
2243967,2243968,1
2243967,2243969,1
2243967,2243970,1
2243967,2243971,1
2243968,2243969,1
2243968,2243970,1
2243968,2243971,1
2243969,2243970,1
2243969,2243971,1
2243970,2243971,1
2152001,2152002,1
2248610,2248611,1
2248610,2248612,1
2248610,2248613,1
2248611,2248612,1
2248611,2248613,1
2248612,2248613,1
15740,15743,1
15736,15737,1
15736,15743,1
15737,15740,1
15737,15743,1
15738,15742,1
15737,15739,1
15738,15744,1
15737,15738,1
15736,15741,1
2285027,2285028,1
2285027,2285029,1
2285027,2285030,1
2285028,2285029,1
2285028,2285030,1
2285029,2285030,1
39378,39379,1
2173537,2173538,1
2285401,2285402,1
2285399,2285403,1
2285401,2285403,1
2285402,2285403,1
2285397,2285400,1
2285400,2285403,1
2285402,2285405,1
2285399,2285401,1
2285397,2285402,1
2285399,2285404,1
15752,15755,1
15752,15754,1
15756,15758,1
15753,15755,1
15755,15757,1
15754,15755,1
15752,15753,1
15756,15757,1
15753,15754,1
15753,15757,1
2224694,2224695,1
2164648,2164653,1
2164651,2164652,1
2164649,2164654,1
2164648,2164652,1
2164647,2164655,1
2164647,2164648,1
2164653,2164654,1
2164648,2164654,1
2164648,2164651,1
2164651,2164653,1
2258433,2258434,1
2258433,2258435,1
2258434,2258435,1
660761,660767,1
660763,660769,1
660764,660767,1
660765,660773,1
660766,660772,1
660763,660764,1
660766,660771,1
660763,660770,1
660767,660774,1
660768,660774,1
637098,637099,1
637098,637100,1
637099,637100,1
2270349,2270353,1
2270350,2270353,1
2270353,2270355,1
2270348,2270349,1
2270349,2270359,1
2270358,2270359,1
2270351,2270353,1
2270356,2270360,1
2270348,2270354,1
2270348,2270357,1
655825,655826,1
2289573,2289574,1
651545,651556,1
651533,651559,1
651498,651521,1
651552,651562,1
651525,651562,1
651506,651508,1
651519,651548,1
651502,651540,1
651520,651552,1
651515,651548,1
652545,652546,1
652545,652547,1
652545,652548,1
652545,652549,1
652546,652547,1
652546,652548,1
652546,652549,1
652547,652548,1
652547,652549,1
652548,652549,1
2210540,2210541,1
2247312,2247313,1
2161484,2161485,1
2229483,2229484,1
2155744,2155745,1
2155746,2155748,1
2155748,2155750,1
2155747,2155748,1
2155745,2155747,1
2155744,2155749,1
2155746,2155749,1
2155747,2155749,1
2155749,2155751,1
2155746,2155751,1
666422,666423,1
666422,666424,1
666422,666425,1
666423,666424,1
666423,666425,1
666424,666425,1
2286544,2286545,1
2286544,2286546,1
2286544,2286547,1
2286544,2286548,1
2286545,2286546,1
2286545,2286547,1
2286545,2286548,1
2286546,2286547,1
2286546,2286548,1
2286547,2286548,1
2274067,2274068,1
2274060,2274061,1
2274055,2274060,1
2274058,2274071,1
2274059,2274072,1
2274066,2274072,1
2274068,2274071,1
2274058,2274064,1
2274064,2274068,1
2274056,2274064,1
6908,6912,1
6907,6908,1
6909,6912,1
6910,6912,1
6908,6911,1
6909,6911,1
6908,6910,1
6911,6912,1
6908,6909,1
6907,6912,1
2171100,2171101,1
2233023,2233024,1
640394,640395,1
640396,640397,1
640392,640397,1
640393,640395,1
640395,640397,1
640392,640393,1
640395,640400,1
640397,640399,1
640399,640402,1
640394,640402,1
2216524,2216528,1
2216531,2216533,1
2216528,2216534,1
2216527,2216530,1
2216524,2216530,1
2216528,2216533,1
2216528,2216532,1
2216534,2216535,1
2216525,2216532,1
2216524,2216525,1
49993,49994,1
2289507,2289508,1
2216520,2216521,1
2216520,2216522,1
2216521,2216522,1
2252590,2252593,1
2252592,2252595,1
2252591,2252593,1
2252591,2252595,1
2252591,2252594,1
2252590,2252594,1
2252590,2252591,1
2252594,2252595,1
2252592,2252593,1
2252593,2252594,1
2229403,2229404,1
2229403,2229405,1
2229403,2229406,1
2229404,2229405,1
2229404,2229406,1
2229405,2229406,1
2261153,2261154,1
2261153,2261155,1
2261154,2261155,1
15897,15898,1
2299912,2299916,1
2299912,2299922,1
2299913,2299921,1
2299912,2299915,1
2299920,2299921,1
2299917,2299918,1
2299919,2299920,1
2299917,2299921,1
2299912,2299921,1
2299912,2299917,1
2232227,2232228,1
2293530,2293531,1
2293530,2293532,1
2293531,2293532,1
2292883,2292884,1
2292883,2292885,1
2292883,2292886,1
2292884,2292885,1
2292884,2292886,1
2292885,2292886,1
660785,660786,1
660785,660787,1
660786,660787,1
2293898,2293902,1
2293899,2293901,1
2293902,2293904,1
2293903,2293904,1
2293898,2293904,1
2293899,2293903,1
2293900,2293903,1
2293901,2293903,1
2293898,2293900,1
2293900,2293902,1
2162812,2162813,1
2162814,2162815,1
2162812,2162816,1
2162811,2162814,1
2162813,2162814,1
2162813,2162816,1
2162811,2162815,1
2162814,2162816,1
2162811,2162812,1
2162815,2162816,1
2185660,2185661,1
2270646,2270647,1
2270646,2270648,1
2270646,2270649,1
2270647,2270648,1
2270647,2270649,1
2270648,2270649,1
2268551,2268552,1
2268551,2268553,1
2268551,2268554,1
2268552,2268553,1
2268552,2268554,1
2268553,2268554,1
2189699,2189705,1
2189690,2189695,1
2189699,2189704,1
2189693,2189702,1
2189691,2189700,1
2189690,2189704,1
2189697,2189699,1
2189696,2189702,1
2189696,2189705,1
2189694,2189699,1
663502,663507,1
663503,663507,1
663505,663507,1
663502,663503,1
663502,663506,1
663503,663506,1
663506,663507,1
663503,663508,1
663504,663508,1
663503,663504,1
17654,17657,1
17650,17657,1
17649,17655,1
17653,17654,1
17653,17657,1
17649,17654,1
17650,17656,1
17654,17655,1
17650,17652,1
17650,17655,1
9001,9002,1
9001,9003,1
9001,9004,1
9001,9005,1
9002,9003,1
9002,9004,1
9002,9005,1
9003,9004,1
9003,9005,1
9004,9005,1
2278082,2278083,1
2276515,2276518,1
2276516,2276521,1
2276516,2276518,1
2276520,2276521,1
2276518,2276521,1
2276519,2276520,1
2276517,2276519,1
2276516,2276517,1
2276515,2276519,1
2276517,2276518,1
2248087,2248089,1
2248088,2248089,1
2248087,2248091,1
2248086,2248088,1
2248090,2248091,1
2248089,2248091,1
2248086,2248087,1
2248086,2248090,1
2248088,2248090,1
2248086,2248089,1
2230655,2230656,1
2230655,2230657,1
2230655,2230658,1
2230655,2230659,1
2230656,2230657,1
2230656,2230658,1
2230656,2230659,1
2230657,2230658,1
2230657,2230659,1
2230658,2230659,1
2290338,2290339,1
2290338,2290340,1
2290338,2290341,1
2290338,2290342,1
2290339,2290340,1
2290339,2290341,1
2290339,2290342,1
2290340,2290341,1
2290340,2290342,1
2290341,2290342,1
2270492,2270493,1
2270492,2270494,1
2270492,2270495,1
2270492,2270496,1
2270493,2270494,1
2270493,2270495,1
2270493,2270496,1
2270494,2270495,1
2270494,2270496,1
2270495,2270496,1
2172919,2172920,1
30661,30662,1
2156574,2156575,1
36845,36846,1
36845,36847,1
36845,36848,1
36846,36847,1
36846,36848,1
36847,36848,1
2177512,2177513,1
2177516,2177517,1
2177513,2177516,1
2177512,2177515,1
2177513,2177515,1
2177514,2177515,1
2177513,2177514,1
2177515,2177517,1
2177513,2177517,1
2177514,2177517,1
27978,27979,1
27978,27980,1
27979,27980,1
2221940,2221941,1
2245758,2245759,1
2219944,2219945,1
2189340,2189343,1
2189345,2189346,1
2189338,2189339,1
2189339,2189344,1
2189342,2189344,1
2189343,2189344,1
2189338,2189344,1
2189341,2189343,1
2189338,2189340,1
2189339,2189343,1
2289984,2289985,1
662743,662746,1
662747,662749,1
662748,662752,1
662746,662751,1
662744,662748,1
662746,662747,1
662748,662750,1
662745,662751,1
662743,662750,1
662746,662749,1
2180919,2180921,1
2180919,2180920,1
2180921,2180923,1
2180920,2180921,1
2180922,2180923,1
2180918,2180922,1
2180919,2180922,1
2180920,2180923,1
2180918,2180921,1
2180921,2180922,1
2166554,2166555,1
2270855,2270858,1
2270857,2270860,1
2270856,2270857,1
2270859,2270860,1
2270855,2270860,1
2270855,2270857,1
2270857,2270859,1
2270856,2270858,1
2270857,2270858,1
2270858,2270860,1
2208106,2208112,1
2208110,2208111,1
2208103,2208104,1
2208103,2208110,1
2208111,2208112,1
2208106,2208107,1
2208104,2208108,1
2208108,2208112,1
2208103,2208105,1
2208103,2208111,1
2998,2999,1
2998,3000,1
2998,3001,1
2999,3000,1
2999,3001,1
3000,3001,1
2154830,2154831,1
2154830,2154832,1
2154830,2154833,1
2154830,2154834,1
2154831,2154832,1
2154831,2154833,1
2154831,2154834,1
2154832,2154833,1
2154832,2154834,1
2154833,2154834,1
2215834,2215835,1
618733,618736,1
618736,618742,1
618737,618739,1
618732,618742,1
618736,618745,1
618740,618744,1
618734,618737,1
618744,618746,1
618740,618743,1
618742,618743,1
2224534,2224535,1
614376,614410,1
614404,614407,1
614368,614376,1
614374,614394,1
614373,614398,1
614390,614403,1
614379,614406,1
614369,614406,1
614369,614374,1
614392,614401,1
2154635,2154636,1
2154635,2154637,1
2154636,2154637,1
2299853,2299854,1
7242,7243,1
7242,7244,1
7243,7244,1
2272400,2272425,1
2272401,2272403,1
2272402,2272409,1
2272401,2272405,1
2272430,2272431,1
2272411,2272430,1
2272403,2272410,1
2272402,2272414,1
2272413,2272414,1
2272427,2272429,1
2182303,2182307,1
2182301,2182303,1
2182304,2182305,1
2182302,2182306,1
2182303,2182306,1
2182301,2182305,1
2182304,2182307,1
2182305,2182307,1
2182302,2182307,1
2182301,2182304,1
659900,659903,1
659898,659899,1
659898,659902,1
659900,659902,1
659899,659900,1
659901,659903,1
659900,659901,1
659899,659903,1
659902,659903,1
659898,659903,1
2243855,2243856,1
2243855,2243857,1
2243855,2243858,1
2243855,2243859,1
2243856,2243857,1
2243856,2243858,1
2243856,2243859,1
2243857,2243858,1
2243857,2243859,1
2243858,2243859,1
36446,36447,1
2284179,2284182,1
2284178,2284181,1
2284180,2284182,1
2284181,2284182,1
2284177,2284179,1
2284178,2284179,1
2284178,2284182,1
2284180,2284181,1
2284177,2284178,1
2284179,2284180,1
620676,620679,1
620675,620679,1
620678,620680,1
620676,620678,1
620675,620676,1
620676,620681,1
620679,620681,1
620675,620677,1
620679,620680,1
620677,620679,1
2206369,2206370,1
2266680,2266681,1
2168775,2168790,1
2168790,2168794,1
2168793,2168794,1
2168780,2168787,1
2168776,2168777,1
2168784,2168795,1
2168777,2168782,1
2168775,2168785,1
2168778,2168779,1
2168778,2168785,1
2155051,2155052,1
2155051,2155053,1
2155052,2155053,1
2177595,2177600,1
2177595,2177599,1
2177592,2177600,1
2177596,2177599,1
2177595,2177596,1
2177594,2177599,1
2177593,2177595,1
2177594,2177595,1
2177592,2177596,1
2177595,2177598,1
2163556,2163561,1
2163557,2163560,1
2163560,2163561,1
2163558,2163560,1
2163558,2163563,1
2163556,2163557,1
2163557,2163559,1
2163561,2163563,1
2163556,2163562,1
2163557,2163561,1
6269,6270,1
6269,6271,1
6270,6271,1
660788,660789,1
660788,660790,1
660789,660790,1
2224620,2224623,1
2224619,2224621,1
2224621,2224623,1
2224617,2224620,1
2224618,2224620,1
2224617,2224623,1
2224620,2224622,1
2224621,2224622,1
2224617,2224619,1
2224620,2224621,1
23399,23400,1
643668,643669,1
643664,643669,1
643665,643668,1
643664,643666,1
643666,643668,1
643665,643667,1
643664,643668,1
643667,643670,1
643664,643667,1
643665,643666,1
695785,698524,1
695844,703325,1
704560,706501,1
689839,702039,1
693239,695032,1
699949,700352,1
691657,696058,1
691184,692793,1
702997,704348,1
690552,701211,1
2198564,2198626,1
2198435,2198450,1
2198580,2198623,1
2198698,2198703,1
2198437,2198699,1
2198477,2198490,1
2198384,2198522,1
2198503,2198557,1
2198582,2198586,1
2198524,2198566,1
630254,630259,1
630251,630256,1
630244,630249,1
630240,630258,1
630251,630259,1
630243,630255,1
630246,630258,1
630250,630251,1
630245,630253,1
630246,630248,1
2276810,2276811,1
2276810,2276812,1
2276810,2276813,1
2276811,2276812,1
2276811,2276813,1
2276812,2276813,1
2245503,2245504,1
2245419,2245420,1
2289829,2289830,1
6498,6501,1
6499,6501,1
6497,6500,1
6501,6502,1
6498,6503,1
6497,6502,1
6499,6502,1
6500,6502,1
6497,6498,1
6500,6501,1
2166780,2166781,1
2166780,2166782,1
2166780,2166783,1
2166781,2166782,1
2166781,2166783,1
2166782,2166783,1
2274971,2274998,1
2274975,2274985,1
2274960,2274977,1
2274961,2275004,1
2274964,2274995,1
2274982,2274990,1
2274982,2274987,1
2274971,2274983,1
2274982,2275002,1
2274969,2274980,1
1398,1399,1
1398,1400,1
1399,1400,1
665131,665132,1
665131,665133,1
665131,665134,1
665131,665135,1
665132,665133,1
665132,665134,1
665132,665135,1
665133,665134,1
665133,665135,1
665134,665135,1
2168508,2168509,1
2207005,2207006,1
2207005,2207007,1
2207005,2207008,1
2207006,2207007,1
2207006,2207008,1
2207007,2207008,1
2265115,2265116,1
2265115,2265117,1
2265116,2265117,1
2226326,2226327,1
2226326,2226328,1
2226326,2226329,1
2226327,2226328,1
2226327,2226329,1
2226328,2226329,1
2246197,2246200,1
2246199,2246201,1
2246197,2246199,1
2246196,2246197,1
2246199,2246200,1
2246197,2246201,1
2246196,2246199,1
2246198,2246201,1
2246200,2246201,1
2246198,2246200,1
668502,668503,1
668502,668504,1
668502,668505,1
668502,668506,1
668503,668504,1
668503,668505,1
668503,668506,1
668504,668505,1
668504,668506,1
668505,668506,1
2195167,2195168,1
2195167,2195169,1
2195168,2195169,1
1999,2000,1
2296511,2296512,1
2296511,2296513,1
2296512,2296513,1
23518,23519,1
2295672,2295673,1
2295672,2295674,1
2295673,2295674,1
39558,39563,1
39556,39561,1
39558,39559,1
39555,39564,1
39561,39564,1
39560,39561,1
39556,39563,1
39557,39558,1
39557,39561,1
39555,39559,1
2276805,2276807,1
2276804,2276806,1
2276808,2276809,1
2276805,2276806,1
2276805,2276809,1
2276806,2276809,1
2276803,2276805,1
2276807,2276809,1
2276804,2276805,1
2276803,2276807,1
39929,39930,1
39929,39931,1
39929,39932,1
39930,39931,1
39930,39932,1
39931,39932,1
2188579,2188581,1
2188581,2188586,1
2188582,2188586,1
2188582,2188583,1
2188578,2188579,1
2188581,2188585,1
2188577,2188582,1
2188582,2188585,1
2188577,2188585,1
2188583,2188585,1
4226,4227,1
4226,4228,1
4227,4228,1
39923,39924,1
39919,39921,1
39919,39924,1
39920,39922,1
39919,39923,1
39920,39924,1
39921,39923,1
39922,39923,1
39920,39923,1
39921,39922,1
2153241,2153242,1
17463,17464,1
17463,17465,1
17464,17465,1
4172,4173,1
50923,50924,1
1459,1460,1
1459,1461,1
1460,1461,1
25696,25697,1
2175234,2175238,1
2175242,2175245,1
2175237,2175245,1
2175232,2175241,1
2175239,2175240,1
2175235,2175246,1
2175240,2175244,1
2175231,2175240,1
2175229,2175239,1
2175227,2175232,1
2234577,2234578,1
2234577,2234579,1
2234577,2234580,1
2234578,2234579,1
2234578,2234580,1
2234579,2234580,1
2231997,2231998,1
2231997,2231999,1
2231998,2231999,1
2284222,2284229,1
2284220,2284225,1
2284226,2284228,1
2284220,2284224,1
2284223,2284225,1
2284220,2284221,1
2284221,2284224,1
2284225,2284226,1
2284223,2284227,1
2284222,2284226,1
2211286,2211287,1
99059,622349,0
297075,1939130,0
239001,1223004,0
256208,1941010,0
54980,1921105,0
1991234,1814875,0
269375,1245014,0
319935,1961330,0
209544,1937174,0
112353,1976366,0
2248352,245499,0
690881,283436,0
1938355,693902,0
97020,1912379,0
1224647,213772,0
200582,56709,0
1912826,236682,0
